active_calories_goal,version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,ee4ca802-b046-4e1e-8923-cfeaed58b327.extra_data.json,172.3,6335193,2242.318,2023-02-22 23:27:04.101,2023-02-21 05:00:17.179,738.73816,+OWbbAvnWG,com.sec.android.app.shealth,ee4ca802-b046-4e1e-8923-cfeaed58b327,1676937600000,
,9a111b0e-5b51-4856-a007-08ddebc1f082.extra_data.json,0.0,4199257,2302.1377,2023-02-08 04:46:42.720,2023-02-06 05:00:01.367,426.18683,+OWbbAvnWG,com.sec.android.app.shealth,9a111b0e-5b51-4856-a007-08ddebc1f082,1675641600000,
,cc8e7b95-47fa-405b-9227-ada759cc9a05.extra_data.json,0.0,3028041,2334.9392,2023-02-15 05:00:00.680,2023-02-14 05:00:00.870,258.96014,+OWbbAvnWG,com.sec.android.app.shealth,cc8e7b95-47fa-405b-9227-ada759cc9a05,1676332800000,
,e843c449-574e-4258-b4e7-5a8164bb1e7d.extra_data.json,0.0,3546385,2320.4224,2023-03-08 18:48:13.473,2023-03-07 05:00:18.380,323.0606,+OWbbAvnWG,com.sec.android.app.shealth,e843c449-574e-4258-b4e7-5a8164bb1e7d,1678147200000,
,1997eea4-4051-493e-bba1-85fe987f60c0.extra_data.json,0.0,5287858,2271.6501,2023-02-28 05:00:01.499,2023-02-27 05:42:35.679,534.3702,+OWbbAvnWG,com.sec.android.app.shealth,1997eea4-4051-493e-bba1-85fe987f60c0,1677456000000,
,38bbbace-3a5b-4fca-af71-d82b43d4ea48.extra_data.json,204.0,2689856,2344.4104,2023-02-24 16:57:09.881,2023-02-22 05:00:00.472,281.621,+OWbbAvnWG,com.sec.android.app.shealth,38bbbace-3a5b-4fca-af71-d82b43d4ea48,1677024000000,
,45467854-9ddb-4c14-aef8-808347c700b1.extra_data.json,211.0,5552104,2264.2495,2023-02-21 16:18:12.478,2023-02-20 05:38:28.262,858.85864,+OWbbAvnWG,com.sec.android.app.shealth,45467854-9ddb-4c14-aef8-808347c700b1,1676851200000,
,e5a3c308-f2f5-4b0a-97fe-a3bda33649e8.extra_data.json,0.0,2732395,2343.2192,2023-02-26 06:36:18.450,2023-02-25 05:38:24.384,224.21098,+OWbbAvnWG,com.sec.android.app.shealth,e5a3c308-f2f5-4b0a-97fe-a3bda33649e8,1677283200000,
,5a8a3226-e4cc-47be-8279-2e46c3db1da0.extra_data.json,0.0,3940768,2309.377,2023-02-13 14:03:49.417,2023-02-12 05:00:00.716,384.99667,+OWbbAvnWG,com.sec.android.app.shealth,5a8a3226-e4cc-47be-8279-2e46c3db1da0,1676160000000,
,f901abaf-44e1-41b3-9197-0250d5c70649.extra_data.json,0.0,5363844,2269.522,2023-03-14 13:18:28.912,2023-03-13 04:00:00.432,767.94305,+OWbbAvnWG,com.sec.android.app.shealth,f901abaf-44e1-41b3-9197-0250d5c70649,1678665600000,
,3445d262-c429-4f5a-898f-1726c9637aa8.extra_data.json,0.0,3091259,2333.1687,2023-03-04 15:12:51.115,2023-03-03 05:00:00.741,250.38075,+OWbbAvnWG,com.sec.android.app.shealth,3445d262-c429-4f5a-898f-1726c9637aa8,1677801600000,
,c2b10192-c269-46a8-8881-cd0c5c8e2303.extra_data.json,0.0,4347773,2297.9783,2023-03-01 05:00:02.122,2023-02-28 05:00:00.955,511.25055,+OWbbAvnWG,com.sec.android.app.shealth,c2b10192-c269-46a8-8881-cd0c5c8e2303,1677542400000,
,51923e91-e9c4-4e8f-81a7-ee9ca29f49f5.extra_data.json,0.0,6383251,2240.9722,2023-03-07 00:16:30.903,2023-03-05 05:00:01.068,598.6633,+OWbbAvnWG,com.sec.android.app.shealth,51923e91-e9c4-4e8f-81a7-ee9ca29f49f5,1677974400000,
,44cf4acb-9391-4209-92b9-94a975e5796a.extra_data.json,0.0,440220,2407.4143,2023-02-27 05:42:39.863,2023-02-26 06:36:05.057,21.199995,+OWbbAvnWG,com.sec.android.app.shealth,44cf4acb-9391-4209-92b9-94a975e5796a,1677369600000,
,d2e04e08-be08-4673-b7af-8ced9eb57025.extra_data.json,0.0,1554509,2376.2073,2023-03-07 09:35:10.050,2023-03-06 05:00:02.154,126.43003,+OWbbAvnWG,com.sec.android.app.shealth,d2e04e08-be08-4673-b7af-8ced9eb57025,1678060800000,
,b1793b4b-424b-4978-8369-0d838986cc0c.extra_data.json,0.0,3101648,2332.8777,2023-03-05 14:51:00.826,2023-03-04 05:11:38.017,277.82077,+OWbbAvnWG,com.sec.android.app.shealth,b1793b4b-424b-4978-8369-0d838986cc0c,1677888000000,
,6b777340-3fa2-4e6f-97be-83bcaa9df6c6.extra_data.json,0.0,5162595,2275.1582,2023-03-10 05:00:01.993,2023-03-09 05:00:04.524,414.8701,+OWbbAvnWG,com.sec.android.app.shealth,6b777340-3fa2-4e6f-97be-83bcaa9df6c6,1678320000000,
,5ebcdef2-15b2-4f7f-b84b-c3319c2e1fb3.extra_data.json,0.0,5668535,2260.9888,2023-02-19 05:00:00.839,2023-02-18 05:00:02.594,516.88855,+OWbbAvnWG,com.sec.android.app.shealth,5ebcdef2-15b2-4f7f-b84b-c3319c2e1fb3,1676678400000,
,d3e80855-23e9-4535-bc39-132d5cf80b87.extra_data.json,0.0,7095912,2221.0132,2023-03-12 06:15:01.773,2023-03-11 05:00:01.354,758.93005,+OWbbAvnWG,com.sec.android.app.shealth,d3e80855-23e9-4535-bc39-132d5cf80b87,1678492800000,
,41de84ec-d343-42dd-b8e1-947ff1d81a81.extra_data.json,0.0,566283,2403.884,2023-03-16 04:00:01.173,2023-03-15 04:55:31.987,57.689995,+OWbbAvnWG,com.sec.android.app.shealth,41de84ec-d343-42dd-b8e1-947ff1d81a81,1678838400000,
,542c02d6-3a0b-4163-a536-a19069d6ac4a.extra_data.json,211.90001,10429851,2127.642,2023-03-20 04:00:02.341,2023-03-19 04:00:00.589,1196.9197,+OWbbAvnWG,com.sec.android.app.shealth,542c02d6-3a0b-4163-a536-a19069d6ac4a,1679184000000,
,6bb0b8b2-a0aa-4cdf-aed4-a0323b2c74cd.extra_data.json,0.0,5292403,2271.523,2023-03-13 04:51:19.733,2023-03-12 05:00:00.973,545.93036,+OWbbAvnWG,com.sec.android.app.shealth,6bb0b8b2-a0aa-4cdf-aed4-a0323b2c74cd,1678579200000,
,c548c8e3-433e-41d3-9036-119eff0ce3c4.extra_data.json,137.6,3845457,2312.0464,2023-03-20 02:17:49.181,2023-03-17 04:00:02.691,310.5602,+OWbbAvnWG,com.sec.android.app.shealth,c548c8e3-433e-41d3-9036-119eff0ce3c4,1679011200000,
,a1ab9a63-357e-4146-a627-ac3d4bef9063.extra_data.json,0.0,6901500,2226.4578,2023-02-25 06:49:50.923,2023-02-24 05:20:33.535,825.0248,+OWbbAvnWG,com.sec.android.app.shealth,a1ab9a63-357e-4146-a627-ac3d4bef9063,1677196800000,
,31d1ac3c-7376-4466-8a91-dd6daaa4a91a.extra_data.json,200.90001,2187400,2360.0564,2023-04-19 00:30:42.069,2023-03-25 04:00:01.343,221.06085,+OWbbAvnWG,com.sec.android.app.shealth,31d1ac3c-7376-4466-8a91-dd6daaa4a91a,1679702400000,
,9d0268de-c4bc-41f6-a468-531d5c78b8d3.extra_data.json,199.40001,7052112,2228.9368,2023-03-22 04:33:41.086,2023-03-21 04:00:01.355,955.06433,+OWbbAvnWG,com.sec.android.app.shealth,9d0268de-c4bc-41f6-a468-531d5c78b8d3,1679356800000,
,096640db-e338-4f10-8b85-57c94a49aab2.extra_data.json,172.0,2764684,2343.878,2023-04-19 00:30:41.876,2023-03-23 04:24:07.566,283.29022,+OWbbAvnWG,com.sec.android.app.shealth,096640db-e338-4f10-8b85-57c94a49aab2,1679529600000,
,67f87dba-f22b-4647-b9d1-0ec84443e206.extra_data.json,0.0,2525095,2349.0247,2023-03-11 05:07:06.562,2023-03-10 05:00:01.138,254.3504,+OWbbAvnWG,com.sec.android.app.shealth,67f87dba-f22b-4647-b9d1-0ec84443e206,1678406400000,
,912eb81c-3d94-4606-ba91-443588aff63c.extra_data.json,198.3,7878505,2199.0957,2023-03-20 02:17:49.194,2023-03-18 04:00:01.521,803.6583,+OWbbAvnWG,com.sec.android.app.shealth,912eb81c-3d94-4606-ba91-443588aff63c,1679097600000,
,3818b6a9-82e5-43d8-8e27-5a430328cc2e.extra_data.json,166.5,5362001,2271.0884,2023-04-19 00:30:42.348,2023-03-27 04:00:00.969,626.2633,+OWbbAvnWG,com.sec.android.app.shealth,3818b6a9-82e5-43d8-8e27-5a430328cc2e,1679875200000,
,4aae60d3-ebc9-461e-9a56-2dc607a08271.extra_data.json,0.0,4007875,2307.4978,2023-03-03 14:29:59.841,2023-03-02 05:00:00.800,379.26144,+OWbbAvnWG,com.sec.android.app.shealth,4aae60d3-ebc9-461e-9a56-2dc607a08271,1677715200000,
,eb3e7cd6-f47f-45b0-9565-267ad1568607.extra_data.json,164.0,3448009,2324.728,2023-04-19 00:30:42.610,2023-03-29 04:53:43.725,455.52777,+OWbbAvnWG,com.sec.android.app.shealth,eb3e7cd6-f47f-45b0-9565-267ad1568607,1680048000000,
,c9cb87db-e49e-4643-a16c-69c3b76bd73b.extra_data.json,170.7,975154,2394.0298,2023-04-19 00:30:41.978,2023-03-24 05:29:26.017,97.761246,+OWbbAvnWG,com.sec.android.app.shealth,c9cb87db-e49e-4643-a16c-69c3b76bd73b,1679616000000,
,d4d260a8-3c4c-40b9-bb50-9b01a7f03f35.extra_data.json,0.0,9359743,2159.0518,2023-04-19 00:30:43.124,2023-04-02 04:00:00.902,1163.6086,+OWbbAvnWG,com.sec.android.app.shealth,d4d260a8-3c4c-40b9-bb50-9b01a7f03f35,1680393600000,
,961153f5-0680-4f0a-98c7-0ab9d938d47c.extra_data.json,0.0,1398963,2380.5637,2023-03-17 04:00:03.100,2023-03-16 04:00:00.650,130.32,+OWbbAvnWG,com.sec.android.app.shealth,961153f5-0680-4f0a-98c7-0ab9d938d47c,1678924800000,
,4fb000f9-fad8-44a1-b91e-ce2d07aa4c9c.extra_data.json,177.6,5546048,2265.9304,2023-04-19 00:30:42.938,2023-03-31 04:57:15.670,699.3318,+OWbbAvnWG,com.sec.android.app.shealth,4fb000f9-fad8-44a1-b91e-ce2d07aa4c9c,1680220800000,
,0a56073a-edec-4106-b1ff-9c01cdc54bb4.extra_data.json,0.0,2924166,2339.4087,2023-04-19 00:30:43.301,2023-04-04 04:00:14.551,370.07007,+OWbbAvnWG,com.sec.android.app.shealth,0a56073a-edec-4106-b1ff-9c01cdc54bb4,1680566400000,
,8ad1a1fb-2afb-4bab-a508-ee59c8c8e606.extra_data.json,174.3,6209260,2234.3718,2023-04-19 00:30:44.048,2023-04-08 04:00:00.743,848.32446,+OWbbAvnWG,com.sec.android.app.shealth,8ad1a1fb-2afb-4bab-a508-ee59c8c8e606,1680912000000,
,4883d8d0-74b8-4ba5-ab68-e42c5da7fde2.extra_data.json,0.0,4003202,2307.6287,2023-03-09 16:14:32.869,2023-03-08 05:00:00.523,396.16537,+OWbbAvnWG,com.sec.android.app.shealth,4883d8d0-74b8-4ba5-ab68-e42c5da7fde2,1678233600000,
,9dd85252-d196-4925-abf5-7d4b25568928.extra_data.json,148.1,4393112,2298.2415,2023-04-19 00:30:42.754,2023-03-30 05:41:49.910,600.0045,+OWbbAvnWG,com.sec.android.app.shealth,9dd85252-d196-4925-abf5-7d4b25568928,1680134400000,
,7329820e-ba62-42cd-bcd6-d312e83679f6.extra_data.json,0.0,4957684,2282.4194,2023-04-19 00:30:41.722,2023-03-22 04:00:00.567,509.47205,+OWbbAvnWG,com.sec.android.app.shealth,7329820e-ba62-42cd-bcd6-d312e83679f6,1679443200000,
,3dea1ec2-2eca-4623-a6c1-c6f945be4f74.extra_data.json,185.8,7528539,2210.3713,2023-04-19 00:30:43.518,2023-04-06 04:00:08.846,974.6013,+OWbbAvnWG,com.sec.android.app.shealth,3dea1ec2-2eca-4623-a6c1-c6f945be4f74,1680739200000,
,db2a742e-4014-4d7c-8064-64ede2eba1b8.extra_data.json,186.2,3952563,2297.2507,2023-04-19 00:30:44.724,2023-04-10 04:00:01.493,439.97482,+OWbbAvnWG,com.sec.android.app.shealth,db2a742e-4014-4d7c-8064-64ede2eba1b8,1681084800000,
,e16d6be1-b6a3-431f-bbeb-4f67275d842f.extra_data.json,0.0,3459496,2324.406,2023-04-19 00:30:43.418,2023-04-05 04:00:01.372,415.32074,+OWbbAvnWG,com.sec.android.app.shealth,e16d6be1-b6a3-431f-bbeb-4f67275d842f,1680652800000,
,19b50ba8-073f-4394-b87c-f27a6c605c5c.extra_data.json,0.0,8288384,2176.441,2023-04-19 00:30:45.152,2023-04-14 04:00:01.736,981.1143,+OWbbAvnWG,com.sec.android.app.shealth,19b50ba8-073f-4394-b87c-f27a6c605c5c,1681430400000,
,b8eaf9fb-264c-4633-971e-69326000ebb4.extra_data.json,152.2,2809681,2342.6172,2023-04-19 00:30:42.512,2023-03-28 04:15:57.069,462.26263,+OWbbAvnWG,com.sec.android.app.shealth,b8eaf9fb-264c-4633-971e-69326000ebb4,1679961600000,
,160bd358-dc6b-4e8c-a3a7-ef2479fb7cee.extra_data.json,0.0,3681361,2316.642,2023-03-15 04:55:32.645,2023-03-14 04:00:00.517,381.4408,+OWbbAvnWG,com.sec.android.app.shealth,160bd358-dc6b-4e8c-a3a7-ef2479fb7cee,1678752000000,
,6e0dae7f-79a4-4309-91fe-a435b1a5a532.extra_data.json,0.0,6061124,2238.4995,2023-04-18 21:22:17.632,2023-04-16 04:00:00.438,716.1129,+OWbbAvnWG,com.sec.android.app.shealth,6e0dae7f-79a4-4309-91fe-a435b1a5a532,1681603200000,
,b6f98554-653f-4e02-bdaa-d774138eca37.extra_data.json,0.0,2946860,2325.2727,2023-04-21 04:00:01.943,2023-04-20 04:36:29.518,292.00064,+OWbbAvnWG,com.sec.android.app.shealth,b6f98554-653f-4e02-bdaa-d774138eca37,1681948800000,
,f6590d94-2e08-4685-88c7-5e0c7bc60718.extra_data.json,162.3,3039735,2322.685,2023-04-19 00:30:44.900,2023-04-11 04:00:00.797,334.80276,+OWbbAvnWG,com.sec.android.app.shealth,f6590d94-2e08-4685-88c7-5e0c7bc60718,1681171200000,
,18c1b785-7aec-43f9-ac58-c05e54875773.extra_data.json,0.0,2734957,2331.177,2023-04-19 00:30:45.045,2023-04-12 04:00:01.029,291.04916,+OWbbAvnWG,com.sec.android.app.shealth,18c1b785-7aec-43f9-ac58-c05e54875773,1681257600000,
,b961f6ea-b4a2-4b13-b97a-66a64c8900d1.extra_data.json,0.0,3726591,2303.547,2023-04-23 04:53:52.740,2023-04-22 04:08:07.213,406.8865,+OWbbAvnWG,com.sec.android.app.shealth,b961f6ea-b4a2-4b13-b97a-66a64c8900d1,1682121600000,
,cf3b05d7-fa81-4320-b897-e0ea5b11909b.extra_data.json,0.0,5422262,2256.3,2023-04-27 21:34:53.739,2023-04-26 04:00:00.521,569.55457,+OWbbAvnWG,com.sec.android.app.shealth,cf3b05d7-fa81-4320-b897-e0ea5b11909b,1682467200000,
,9a23a649-0357-40ab-901b-7b42e3cd4bae.extra_data.json,0.0,3114273,2320.6082,2023-04-18 21:22:17.654,2023-04-17 04:00:02.080,337.54892,+OWbbAvnWG,com.sec.android.app.shealth,9a23a649-0357-40ab-901b-7b42e3cd4bae,1681689600000,
,6a227377-68d9-4c5a-854f-7f0ef28834a2.extra_data.json,117.200005,4361409,2299.13,2023-04-19 00:30:43.200,2023-04-03 04:00:00.929,695.61993,+OWbbAvnWG,com.sec.android.app.shealth,6a227377-68d9-4c5a-854f-7f0ef28834a2,1680480000000,
,c0667065-13cc-4ddc-93f3-8d54bedfe0a9.extra_data.json,0.0,7691472,2193.0728,2023-04-29 04:00:02.479,2023-04-28 04:00:00.884,809.0405,+OWbbAvnWG,com.sec.android.app.shealth,c0667065-13cc-4ddc-93f3-8d54bedfe0a9,1682640000000,
,1f649a6d-2c97-4296-a4ef-ad2d6013af61.extra_data.json,0.0,844095,2383.8625,2023-04-19 04:52:01.264,2023-04-18 04:00:02.255,72.47,+OWbbAvnWG,com.sec.android.app.shealth,1f649a6d-2c97-4296-a4ef-ad2d6013af61,1681776000000,
,8561255e-fce2-41b0-9f26-ca34473a8688.extra_data.json,0.0,1990118,2351.9307,2023-05-03 04:00:01.167,2023-05-02 04:00:01.663,208.70999,+OWbbAvnWG,com.sec.android.app.shealth,8561255e-fce2-41b0-9f26-ca34473a8688,1682985600000,
,baf9549e-c894-4ce6-99e0-4f7bacc79bee.extra_data.json,0.0,1444498,2367.1335,2023-04-24 13:03:21.782,2023-04-23 04:00:00.963,81.71019,+OWbbAvnWG,com.sec.android.app.shealth,baf9549e-c894-4ce6-99e0-4f7bacc79bee,1682208000000,
,643d9bf0-95cd-400b-a037-d55d9e7a53ee.extra_data.json,235.5,3766689,2321.2266,2023-03-21 04:00:01.776,2023-03-20 04:00:01.521,312.9692,+OWbbAvnWG,com.sec.android.app.shealth,643d9bf0-95cd-400b-a037-d55d9e7a53ee,1679270400000,
,a86a220d-7d93-4fe9-8fe5-5d47570c7cd6.extra_data.json,175.6,9403805,2145.3616,2023-05-09 11:46:50.528,2023-05-08 04:00:03.502,1244.5696,+OWbbAvnWG,com.sec.android.app.shealth,a86a220d-7d93-4fe9-8fe5-5d47570c7cd6,1683504000000,
,1a00c131-b161-4596-a218-a3d78242448c.extra_data.json,0.0,4217111,2289.8796,2023-05-05 04:00:01.643,2023-05-04 04:00:00.495,439.5099,+OWbbAvnWG,com.sec.android.app.shealth,1a00c131-b161-4596-a218-a3d78242448c,1683158400000,
,75fefa2e-23a2-48e8-ade3-37ab0519eefa.extra_data.json,0.0,2230592,2345.2305,2023-04-25 17:05:27.293,2023-04-24 04:00:00.402,169.62671,+OWbbAvnWG,com.sec.android.app.shealth,75fefa2e-23a2-48e8-ade3-37ab0519eefa,1682294400000,
,e3fdf204-a08d-4a82-82a5-f6a2ff643edf.extra_data.json,0.0,3593196,2307.2637,2023-04-30 16:15:53.323,2023-04-29 04:00:02.114,380.85,+OWbbAvnWG,com.sec.android.app.shealth,e3fdf204-a08d-4a82-82a5-f6a2ff643edf,1682726400000,
,63c8f489-c61a-48cb-8961-3281e683e018.extra_data.json,0.0,8711959,2164.6387,2023-04-19 00:30:44.551,2023-04-09 04:58:06.867,1189.8031,+OWbbAvnWG,com.sec.android.app.shealth,63c8f489-c61a-48cb-8961-3281e683e018,1680998400000,
,f725e3e3-9eca-4623-a7bf-3b9d829d6485.extra_data.json,157.5,5949926,2241.5977,2023-05-15 04:28:01.809,2023-05-14 04:00:01.292,351.8506,+OWbbAvnWG,com.sec.android.app.shealth,f725e3e3-9eca-4623-a7bf-3b9d829d6485,1684022400000,
,77ef64a2-a645-4a94-910e-035532bf8d0e.extra_data.json,151.40001,1517896,2365.0884,2023-05-11 17:40:58.773,2023-05-10 04:00:02.318,158.11925,+OWbbAvnWG,com.sec.android.app.shealth,77ef64a2-a645-4a94-910e-035532bf8d0e,1683676800000,
,b169e051-b9c4-49a5-aa63-614757128745.extra_data.json,0.0,4334533,2286.6077,2023-05-01 04:00:13.722,2023-04-30 04:00:01.146,449.87003,+OWbbAvnWG,com.sec.android.app.shealth,b169e051-b9c4-49a5-aa63-614757128745,1682812800000,
,65f8073d-c30e-473f-b95b-754c997241c2.extra_data.json,220.3,8869445,2172.7922,2023-04-19 00:30:42.167,2023-03-26 04:00:00.634,1185.6713,+OWbbAvnWG,com.sec.android.app.shealth,65f8073d-c30e-473f-b95b-754c997241c2,1679788800000,
,2af55261-21df-4450-be1a-fd423daa18b8.extra_data.json,160.0,3109663,2320.7366,2023-05-07 04:55:54.667,2023-05-05 04:00:00.945,321.02,+OWbbAvnWG,com.sec.android.app.shealth,2af55261-21df-4450-be1a-fd423daa18b8,1683244800000,
,09cfb887-75ec-49ec-9190-c2d71a0e27a7.extra_data.json,0.0,3250064,2316.8247,2023-04-19 00:30:45.221,2023-04-15 04:00:00.690,348.48633,+OWbbAvnWG,com.sec.android.app.shealth,09cfb887-75ec-49ec-9190-c2d71a0e27a7,1681516800000,
,c0828c72-ffd3-4abb-a599-7310dc417964.extra_data.json,165.90001,3907534,2298.5054,2023-05-17 04:00:02.123,2023-05-16 04:00:01.427,410.11365,+OWbbAvnWG,com.sec.android.app.shealth,c0828c72-ffd3-4abb-a599-7310dc417964,1684195200000,
,54f56421-d56b-4f9e-bff0-6795f3f6fd82.extra_data.json,192.40001,6126677,2236.6729,2023-05-21 04:00:04.808,2023-05-20 04:00:01.280,724.2971,+OWbbAvnWG,com.sec.android.app.shealth,54f56421-d56b-4f9e-bff0-6795f3f6fd82,1684540800000,
,37fe6eb7-91c2-4a19-98bc-3f1615afcbf0.extra_data.json,0.0,1503253,2365.4963,2023-05-12 04:00:01.941,2023-05-11 04:39:22.024,149.73033,+OWbbAvnWG,com.sec.android.app.shealth,37fe6eb7-91c2-4a19-98bc-3f1615afcbf0,1683763200000,
,0d74ef0f-13d9-4633-94e6-c8c83d05026d.extra_data.json,177.8,6175312,2235.3179,2023-05-07 04:55:54.670,2023-05-06 04:00:01.293,809.73645,+OWbbAvnWG,com.sec.android.app.shealth,0d74ef0f-13d9-4633-94e6-c8c83d05026d,1683331200000,
,26286dbd-88f0-4698-a9d7-b14b15f61010.extra_data.json,0.0,3677544,2304.9136,2023-04-22 04:08:08.670,2023-04-21 04:00:01.437,227.50122,+OWbbAvnWG,com.sec.android.app.shealth,26286dbd-88f0-4698-a9d7-b14b15f61010,1682035200000,
,0fb3ef3a-8d1c-467b-b72b-1945d47b1495.extra_data.json,188.8,10546387,2125.7961,2023-04-19 00:30:43.046,2023-04-01 04:00:00.653,1381.995,+OWbbAvnWG,com.sec.android.app.shealth,0fb3ef3a-8d1c-467b-b72b-1945d47b1495,1680307200000,
,e110ba86-635a-4f87-9b9c-863b2fe0393d.extra_data.json,153.6,3154944,2319.475,2023-05-18 05:54:03.632,2023-05-17 04:00:00.877,244.6017,+OWbbAvnWG,com.sec.android.app.shealth,e110ba86-635a-4f87-9b9c-863b2fe0393d,1684281600000,
,1ee6c259-b36d-494b-949f-15c756de32f5.extra_data.json,155.8,7024620,2211.6533,2023-05-13 04:00:01.960,2023-05-12 04:00:01.687,965.08606,+OWbbAvnWG,com.sec.android.app.shealth,1ee6c259-b36d-494b-949f-15c756de32f5,1683849600000,
,a627fa2b-3d43-4390-b0cf-18da0f09e552.extra_data.json,0.0,3846085,2300.2175,2023-04-28 04:00:01.226,2023-04-27 04:00:01.441,589.24133,+OWbbAvnWG,com.sec.android.app.shealth,a627fa2b-3d43-4390-b0cf-18da0f09e552,1682553600000,
,80ed0db8-c023-4037-a4ab-baba9aea4451.extra_data.json,173.90001,1557176,2377.7185,2023-04-19 00:30:43.635,2023-04-07 04:00:01.103,160.39015,+OWbbAvnWG,com.sec.android.app.shealth,80ed0db8-c023-4037-a4ab-baba9aea4451,1680825600000,
,cb252aac-cdde-4c39-937d-5d01b400f020.extra_data.json,138.2,4218103,2289.8518,2023-05-19 04:00:04.739,2023-05-18 04:00:00.977,334.95242,+OWbbAvnWG,com.sec.android.app.shealth,cb252aac-cdde-4c39-937d-5d01b400f020,1684368000000,
,95ba89db-afe8-4149-bd54-7b3310f6eef8.extra_data.json,0.0,4179152,2290.9373,2023-05-04 04:00:00.615,2023-05-03 04:00:00.646,439.6901,+OWbbAvnWG,com.sec.android.app.shealth,95ba89db-afe8-4149-bd54-7b3310f6eef8,1683072000000,
,99c92802-822d-4cfd-8970-94e4f909a5fc.extra_data.json,0.0,3497491,2309.9307,2023-04-19 00:30:45.095,2023-04-13 04:00:00.932,364.8859,+OWbbAvnWG,com.sec.android.app.shealth,99c92802-822d-4cfd-8970-94e4f909a5fc,1681344000000,
,7af5a3ab-6eb1-4696-985d-4434419586c1.extra_data.json,181.40001,5060933,2266.368,2023-05-10 04:00:11.344,2023-05-09 04:00:00.690,607.42725,+OWbbAvnWG,com.sec.android.app.shealth,7af5a3ab-6eb1-4696-985d-4434419586c1,1683590400000,
,ce2c07ab-df02-4540-b4b5-9dfd45d0fed8.extra_data.json,0.0,2395447,2340.637,2023-04-20 04:36:31.192,2023-04-19 04:52:00.414,162.2243,+OWbbAvnWG,com.sec.android.app.shealth,ce2c07ab-df02-4540-b4b5-9dfd45d0fed8,1681862400000,
,2827a8f6-1f05-4dd0-8bba-ad4d7530138f.extra_data.json,0.0,2984342,2324.2285,2023-04-26 04:00:01.003,2023-04-25 04:00:01.019,346.08203,+OWbbAvnWG,com.sec.android.app.shealth,2827a8f6-1f05-4dd0-8bba-ad4d7530138f,1682380800000,
,1d6e4ab9-b3f6-4c12-93c0-228fda882b02.extra_data.json,171.40001,8890829,2159.6548,2023-05-16 04:00:05.161,2023-05-15 04:28:00.325,1022.56177,+OWbbAvnWG,com.sec.android.app.shealth,1d6e4ab9-b3f6-4c12-93c0-228fda882b02,1684108800000,
,49a36398-89cb-4939-a991-e40940e92eb7.extra_data.json,0.0,5823526,2245.1196,2023-05-02 04:00:02.193,2023-05-01 04:00:12.774,591.29,+OWbbAvnWG,com.sec.android.app.shealth,49a36398-89cb-4939-a991-e40940e92eb7,1682899200000,
,991678f0-8bae-4448-bcdd-409770ebafd5.extra_data.json,164.0,285476,1356.0526,2023-05-21 17:35:53.684,2023-05-21 04:00:01.577,20.339666,+OWbbAvnWG,com.sec.android.app.shealth,991678f0-8bae-4448-bcdd-409770ebafd5,1684627200000,
,b18a587c-e7f8-4c39-b21b-d07d34c8d282.extra_data.json,149.1,6264895,2232.8218,2023-05-08 12:43:30.403,2023-05-07 04:00:00.984,760.2882,+OWbbAvnWG,com.sec.android.app.shealth,b18a587c-e7f8-4c39-b21b-d07d34c8d282,1683417600000,
,dbe44c45-2935-496c-adbc-2c4ef0c0e9f1.extra_data.json,180.90001,9978508,2129.3484,2023-05-14 04:00:02.112,2023-05-13 04:00:01.302,1332.7126,+OWbbAvnWG,com.sec.android.app.shealth,dbe44c45-2935-496c-adbc-2c4ef0c0e9f1,1683936000000,
,9b5a03d3-6b65-47c4-b5d9-17cf892bf968.extra_data.json,180.40001,7037931,2211.2825,2023-05-20 04:00:07.162,2023-05-19 04:00:00.558,829.32825,+OWbbAvnWG,com.sec.android.app.shealth,9b5a03d3-6b65-47c4-b5d9-17cf892bf968,1684454400000,
